actual,predicted
"philip rubio says the american . postal service threatened by major cuts or even closure. he says post office represents people, places we rely on; cuts will have huge effect in american .. he says it is  a major employer, innovator and fulcrum of national communications system. rubio  congress must assume responsibilty for finding a way for postal service to stay afloat. ","cnn     what would we lose if we lost  ,  postal jobs   ,  proposed through layoffs,  ,  through attrition ,  ,  post offices,   mail processing plants, or even the post office itself   with millions of jobs and businesses lost to the recent recession, these may seem like just more numbers, or more seemingly inevitable ""facts""    that in the electronic age we now rely on the private sector to deliver public services.veterans, roughly    of todays postal workforce  though once well over     earn extra points on this exam, thus giving them a head start and a job to come home to after military service"
"a cnn analysis of secret cables published by wikileaks reveals american . frustration. u.s. has concerns over economic reform, mubaraks lack of succession planning. cables also reveal washington sees egypt as an important and    until now    stable ally. ","cnn     the american.""  the american."
"""as they see 'em"" is in depth look at baseball umpires. ""the complete game,"" by mets broadcaster ron darling, gets inside pitchers head. two positions have similarities  necessary command, some disrespect. ",..
executive order bars contractors covers lgbt employees; religious groups not exempt. it did not touch a previous order allowing religious groups to weigh faith in hiring decisions. opponents disappointed on decision involving religious groups. ,"""  senate passes lgbt anti discrimination bill  but obamas signature on monday did not touch a   executive order signed by president george w.but he suggested that religious groups could still rely on the   order"
"in rural africa, there is love for soccer but sometimes a lack of resources. children often make their own soccer balls from rubbish and rope. diy soccer can bring joy to an entire village, said photographer jessica hilltout. ",
it is  the first time a ban of a national committee has been lifted during an olympics. the ioc suspended india in   over the election of a tainted official to a top post. the indian olympic association has now held new elections that the ioc has approved. indian athletes will now be able to walk behind the national flag at sochis closing ceremony. ,"india was suspended from the olympic fold in december   after the indian olympic association elected lalit bhanot, who spent   months in jail on corruption charges, to a top post"
"poets have long written about their mothers or to their mothers. robert louis stevenson  poem tells mother to hear ""the little feet along the floor"". julia kasdorfs poem tells how her mother taught her to comfort those in mourning. rudyard kiplings poem said his mother would love him even if he were hanged. ",mother nature network     mothers day poems come in all shapes and sizes
"pornographic sex and visceral violence in ""antichrist"" shocked early audiences. von trier was accused of misogyny but claims to identify with the female character. ""antichrist"" stars charlotte gainsbourg and willem dafoe as a bereaved couple. von triers ""the idiots""     was first mainstream film to show non simulated sex. ","""  misogyny could not  be further from the truth, according to von trier, who says he sees himself up there on the screen  ""i mostly see myself as the female character,"" the   year old director told cnn in cannes.london, england  cnn     when danish auteur lars von trier presented his gothic thriller, ""antichrist"" at cannes film festival last month, it was greeted with cat calls, jeers and, at times, disbelieving laughter"
"the elderly woman suffered from diabetes and hypertension, ships doctors say. previously,   passengers had fallen ill on the ship, agencia brasil says. ",
"army staff sgt. robert bales admitted to gunning down   civilians. the plea spares the   year old bales the prospect of a death sentence. a jury will decide whether he will have a chance at parole. afghan civilians have been called to testify about what they saw, survived. ",cnn     the army sergeant who admitted to gunning down   civilians in a   rampage through two villages near his outpost in southern afghanistan is expected to take the stand at his sentencing hearing and will apologize
"a grainy sonar image has been spotted, an aircraft recovery group says. historian at amelia earhart birthplace museum skeptical of anything conclusive showing up. technology today is advanced enough to locate a plane, a trade association official says. ","""  opinion  will mystery of earhart be solved   she said there have been other theories that have emerged"
"kazakhstans alexandre vinokourov wins gold. colombian rigoberto uran claimed silver, norways alexander kirstoff bronze. world champion mark cavendish finishes a disappointing  th. ","with just under  km to the finish line    and a handy time advantage of   seconds    the leading pack looked to be preparing for a sprint finish, but uran made a break for it, and surprisingly vinokourov was the only rider to respond"
"a rebel group in congo killed at least   civilians, human rights watch said. the lords resistance army abducted   others including   children, the report said. lra forces attacked at least   villages from december   to  , the report claimed. cnn could not independently confirm reports of the massacre. ","cnn     a rebel group in the democratic republic of congo killed at least   civilians and abducted   others    including at least   children    in a previously unreported rampage late last year, human rights watch said in a report released saturday"
caroline wozniacki beaten at the french open by daniela hantuchova. world number one loses         in just   minutes at roland garros. australian  th seed samantha stosur dumped out by gisela dulko. defending champion francesca schiavone through as shuai peng retires hurt. ,
new  gillard says leadership issue settled conclusively. no challenges emerged to contest australian leadership. kevin rudd said he would not  stand against julia gillard. prime minister gillard called leadership vote for thursday. ,###
"body of ryan jenkins found hanged in british columbia hotel, police say. authorities say preliminary evidence points to suicide. body of jasmine fiore,  , found stuffed into a suitcase inside a dumpster. her teeth were extracted, fingers removed, making it harder to identify body. ","cnn     ryan alexander jenkins, a reality tv contestant suspected in his wifes slaying, was found hanging from a coat rack in a motel room in an apparent suicide, according to canadian officials"
hong kong film production has dropped almost   percent since early  s. mainland investment and market influences quality of hong kong films. problems include few opportunities for new talents and little audience support. ,"by  , those figures slumped to   films grossing    million.hong kong, china  cnn     in the decade since the   handover of hong kong to china, local movie makers have faced daunting changes in the industry."
gujranwala has been largely free of the militant violence. three police officers were injured. the explosives were detonated by remote control. ,
yaya toure believes newspapers must depict religion in a more respectful way. toure fears for the safety of his muslim friends in paris. the manchester city midfielder is currently with ivory coast ahead of the africa nations cup. ,
jesse tyler ferguson and justin mikita launched tie the knot foundation. proceeds from the organization go toward the fight to legalize same sex marriage. ferguson said he is protective of their relationship. ,".cnn  have you decided about starting a family   ferguson  it is  something we have  talked about.we thought    why do not  we kill two birds with one stone  we will  start a bow tie line and funnel the proceeds into a foundation for marriage equality.cnn  and whether you are  voting or getting married, who does not  like to wear a nice bow tie, right  why did you pick this accessory as the cornerstone of your foundation   ferguson  i selfishly wanted to get involved in the fashion world anyway, but in a way that did not  feel like a huge undertaking.is that the case   ferguson  i mean it really is"
"ray liotta known for bad guy roles such as gangsters, serial killers. liotta tries something a little different with comedy ""observe and report"". ""edgy guys stand out in peoples minds,"" liotta has said. ",
"mansfield  bush, blair should be tried for war crimes over invasion of iraq. mansfied  regime change is not permitted by the united nations . charter. mansfield  charter does not authorize preemptive action based on perceived threat. ","in   the united nations.opinion  why iraq war was fought for oil  article   makes clear that the main purpose of the united nations.getting american  leaders hauled before the court is even more problematic    the security council could refer americans to the court, but the american.but this is not what happened   years ago at the behest of american"
"london transport system crippled as tube workers go on strike. normal service not due to resume until friday morning. buses crammed with commuters; many chose to cycle, walk to work. rmt trade union called strike in dispute over pay, job cuts, disciplinary issues. ",###
new  the presidents of sudan and south sudan meet in juba. talks between south sudans government and rebels begin in ethiopia. south sudan erupted into violence in a december attempted coup. violence has raged since; both sides are now holding talks to seek a resolution. ,cnn     sudanese president omar al bashir arrived in neighboring south sudan on monday for talks on unrest in the latter nation that has left hundreds dead
"saola caught on forest camera in vietnam. at most, only a few hundred saola thought to exist. species was first discovered in  . ",
new  palestinian official    year old girl killed by israeli airstrike. new  israeli military  about   rockets from gaza since cease fires end. israel and hamas criticize one another for not doing more to halt violence. ,"gaza city  cnn     with the latest failed cease fire quickly becoming a distant memory, the two sides in the israel gaza conflict traded rockets and airstrikes saturday    as well as blame for not stopping the bloodshed."
"libyan branch of isis claims responsibility; names attackers. libyan spokesman says death toll is at least   people at hotel and two attackers. siege is over and the gunmen are dead, hotel company spokesman says. an american security contractor is among the dead, his company says. ","cnn at least   people and two attackers were killed in tuesdays attack against the luxurious corinthia hotel in tripoli, libya, a spokesman for a security division of the ministry of interior in tripoli said.al naas earlier said at least two libyan security personnel had been killed in the attack and that three gunmen were holed up in the hotel"
new  hospital staff makes release recommendations. john hinckleys sister says she supports letting him eventually live in williamsburg. she says he feels comfortable there and is accepted by many community members. hinckley has been hospitalized since he shot president reagan in  . ,sims said her brother never told the family he was engaged and    quite to the contrary    has said hes not engaged and has no plans to marry the woman.washington  cnn     the sister of presidential assailant john hinckley jr.sims said she has no worries that hinckley would be a risk to others in dallas.elizabeths he would be granted two visits of   days each followed by six visits of   days
"new  sen. barack obama, house armed services chairman criticize scope, timing. new  iraq views decision as ""positive move,"" aide to iraqi leader says. iraq force to be trimmed by  , ; afghanistan force to rise by  , . president bush cites increased stability in iraq, stronger insurgency in afghanistan. ","""  he said that a marine battalion of around  ,  will deploy to afghanistan in november instead of iraq and that an army combat brigade of around  ,  will go in january.""  however, ""we will continue to spend    billion a month in iraq while the iraqi government sits on a    billion surplus,"" obama said.some  ,  other american"
"hello kitty is not a cat, anthropologist reveals ahead of retrospective. interview in la times ricocheted around internet among shocked fans. cat like character is a british girl who has a twin sister and a pet cat. ","summing up the disbelief,  jkltoraay tweeted  ""you cannot say hello kitty is not a cat after   years no human has whiskers and pointed ears and a little yellow nose."
cristina fernandez de kirchner has a blood clot on the surface of her brain. a month of rest is recommended. spokesman  the president suffered cranial trauma in august. ,cnn     argentine president cristina fernandez de kirchner was told to take a month off work after doctors diagnosed her with a subdural hematoma
"cartoon uses muscle bound character called voteman to persuade people to vote. voteman is depicted in a series of sexually suggestive and violent scenes. parliament speaker apologizes, says cartoon was ""more serious and offensive"" than intended. danish parliaments eu information center created cartoon ahead of european elections. ",
"donald sterling shows 'neurodementia of the alzheimers type,' a doctor says. hes unaware of the season and ca not  spell 'world' backward, doctor adds. he shows 'early alzheimers disease' or other brain disease, second doctor says. findings are consistent with 'the general loss of brain tissue,' third doctor says. ","""to date, i have not received donalds written consent to the sale of the clippers to  ballmer  for    billion,"" shelly sterling said in court papers.you have massive amount of   real estate holdings, and it requires a person to run the business who is competent, and the doctor    three doctors    have said that he lacks the mental capacity,"" o would onnell said.i have worked for   years to build the team,"" donald sterling said.""  september deadline  donald sterling initially vowed to fight the sale and filed a lawsuit against the nba, then said he was going along with the sale    until monday, when he again pulled his support"
"rage against the machine has reissued its   album. review  only ""nevermind"" and ""the chronic"" rival it for ' s cultural impact. the reissued album comes with dvds of live shows and music videos. ","""   rollingstone"
"the video games career mode offers rare video footage of the band playing. want to drum like tre cool  you might need the ""green day  rock band"" specific drum lessons. details make this game exciting for fans    even wardrobe is varied and historically correct. ",
"russian state news says  ,  ukrainian troops in eastern ukraine. self declared mayor of slavyansk says diabetic hostage has the medicine he needs. ukraines security service says osce team is being held in ""inhumane conditions"". u.s. official says planned american . sanctions ""can have a significant impact"" on russia. ","developments in ukraine have come at a rapid pace in recent days      russia, which already had  ,  troops on its side of the border, started new military drills a few days ago after ukrainian forces said they killed five pro russian militants.kiev, ukraine  cnn     a perilous face off intensified saturday when russia state news complained that ukraine had mobilized  ,  troops in the suburbs of slavyansk in eastern ukraine ""in order to wipe out the city and its residents"
"""  jump street"" morphs into an action comedy with a tonal complexity. what this interpretation sacrifices in teachable moments, it makes up for in intelligent giddiness. channing tatum has got bust out talents as a really funny, self aware comic actor. ","oh, have you heard  depp makes a delightful cameo appearance   on the surface, ""  jump street"" follows the crime fighting antics of odd couple cop partners schmidt  hill  and jenko  channing tatum.under the limber direction of phil lord and christopher miller  ""cloudy with a chance of meatballs"" , and working from a screenplay by bacall    a script jammed, by the way, with so many oinky references to male reproductive equipment that i choose to believe the producers were rising to a dare    hill and tatum play their mutt and jeff act against a supporting cast equally fast on their feet"
"kristin beck served as a navy seal for more than   years. known then as chris beck, the war veteran deployed   times. beck retired in   and has since come out as transgender. ""no one ever met the real me,"" she says. ",.
"this page includes the show transcript and the daily curriculum. use the transcript to help students with reading comprehension and vocabulary. the daily curriculums newsquiz tests students' knowledge of events in the news. at the bottom of the page, please share your feedback about our show and curriculum. ","cnn student news     january  ,    this friday, cnn student news is all about journeys  the nationwide one that millions of chinese are taking for the lunar new year, the harrowing one that led thousands of atlantans to abandon their cars, and the first one that a baby polar bear took in the snow."
"new  vice president joe biden praises ""my friend,"" plans to attend funeral tuesday. specter died of complications from non hodgkins lymphoma. he represented pennsylvania in the senate longer than anyone else. he was long one of the most prominent jewish american politicians. ",###
"nearly   endangered forest elephants were killed in   parks.   sudanese poachers on horseback are believed to be responsible. forest and savanna elephant populations have declined drastically. central african nations agree to mobilize  ,  soldiers to fight poaching. ","the governments of three central african nations    cameroon, the central african republic and chad    announced saturday they would muster as many as  ,  soldiers for joint military operations to protect the regions last remaining savanna elephants, as the sudanese poachers are still active in the region."
"new  army corps of engineers is expected to open the spillway once river flows hit a trigger. new  projections indicate the tipping point could come as early as saturday, jindal says. new  the morganza spillway has not been opened since  . opening the morganza spillway would flood the atchafalaya river basin. ","it is expected to crest may   at more than   feet.womack talks about flood costs  ""it is  in about   feet of water,"" dyersburg, tennessee, farmer jimmy moody said of his   acres of winter wheat, which was to be harvested in the coming month.cnn     the american."
"johnson played the iconic role of professor roy hinkley on ""gilligans island"". johnson worked up until his death, signing autographs over holidays. he was ""just a positive and nice guy,"" his agent says. johnson,  , was an army air forces veteran of world war ii. ",###
"bureau official  ""between '  and '  there really was not "" much immigration change. notable increase in naturalized citizens, census bureaus elizabeth grieco says. mexican born population in american . dropped by about  ,  between   and  . ",###
"new  an algerian official says algeria does not  need help securing its energy facilities. new  algerians are searching hospitals, villages and more for missing, statoil reports. the number of those killed in the crisis will likely go up, an algerian official says. a new video reportedly claims responsibility in the name of al qaeda. ","the attackers came from six countries    only three were algerian    and included arabs and africans, said told state run radio algeria.japan  there are still   japanese who have yet to be confirmed safe, jgc    the engineering firm    said sunday.some   algerian workers and   foreigners were freed, the algerian interior ministry said."
"chinese french painter zao wou ki died tuesday at age  . zao was regarded as one of foremost chinese contemporary painters of the  th century. zao was uniquely able to combine cultures, aesthetic visions of france and china in his work. ",cnn     the chinese french painter zao wou ki once told me that painting expresses the thoughts we struggle to put into words.at first he made a determined effort to distance himself from ink painting    the medium most closely associated with the chinese painting tradition   and subject matter that might be construed as overtly chinese
a norwegian citizen of somali descent is investigated in the kenya mall attack. kenyan antiterror sources say he may have ties to a suspected al shabaab commander. norwegian intelligence services are in kenya investigating both men. norwegian authorities have not yet released the norwegian citizens name. ,###
"  car bomb explosions kill  , injure   in baghdad, officials tell cnn. five killed when gunmen attack a police station in falluja. army general dies when bomb explodes in his convoy in northern mosul. ","in falluja, about   kilometers    miles  west of baghdad, five people were killed and   others were wounded when gunmen attacked al tahadi police station in southern falluja"
sources  mist and sand created poor flying conditions for the pilot of crashed plane. family says   year old sole survivor knows his immediate family were killed in plane crash. dutch foreign ministry sending experts to tripoli to help authorities identify victims. ,"""  rubens family said it has to deal with ""two kinds of grief""    the sorrow the boy is enduring and the sadness over the loss of the other family members"
"woman went to southwestern christian university on a sports scholarship. letter  an official says minards marriage to another woman violates school policy. minard admits signing a morality pact, but thinks shes singled out for being lesbian. she says you can ""have faith in god and live a gay lifestyle"". ",.
"report  spice girl mel b. is joining ""americas got talent"" as a judge. the singer/tv personality is experienced with reality shows. ""agt"" is said to be considering hiring a fourth judge. ",
"chavis  ""all the money in the world"" is not  enough to help poorly run schools. author  i turned ""worst middle school in oakland"" into a top scoring school. d.c., detroit, l.a. produce poor results at extraordinary taxpayer cost, chavis says. obama is right to require accountability in return for reform money, chavis says. ","how is it possible for a public school system to so liberally spend more than half a billion dollars and still fail to educate   percent or more students of all racial backgrounds  does anyone believe providing more money to these public school systems will enhance these students' academic performance in mathematics   during my principalship at american indian public charter school, we spent less than   ,  per student, proving that schools did not need more money.but does the data support the argument that our schools need more money to succeed   the oakland unified school district had a budget of    million for the     school year, according to katy murphy, an education reporter with the oakland tribune"
"the four suspects are said to be members of hezbollah. rafik hariri was assassinated february  ,  , in beirut. lebanese authorities say they ca not  get their hands on the suspects. ","""  the judge said that if the accused do not  wish to come before the tribunal at the hague in the netherlands, they can participate by video link"
"three turbulence related deaths since  , faa says. at least two of the three were people not wearing seat belts. turbulence is caused by quick changes in air movement. air pockets from ""clear air"" turbulence are hard to detect. ","in mondays accident, passengers reported they were slammed into the boeing  s ceiling    some said two or more times    when the plane dropped rapidly.""i have  had a few bloodied heads    when i hit my head on the overhead when the seat belt was a little loose,"" said garrison, who flew for delta for   years"
"two russian planes flew within   feet of american . navy aircraft carrier. that flyover is lower than others russians have made over american . ships this year. u.s. aircraft tried contacting russian planes, but pilots did not  respond. u.s. fighter jets met up with russian planes, flew with them until they left. ",###
a futuristic proposal flips the traditional designs of todays major train stations vertically. the vertical hyper speed train hub wants to cut the footprint of rail terminals by  . the proposal won an honorable mention in  s evolo skyscraper competition. ,
judge orders brown to come back to court on june  . prosecutors accuse brown of not finishing   days of community labor. brown pleaded guilty to a felony assault charge in the beating of rihanna in  . browns lawyer called the prosecutors filing 'fraudulent'. ,los angeles  cnn     chris brown sat alone in court for   minutes on friday while his lawyer talked with the judge and prosecutor behind closed doors in his probation violation case
"mahmoud ahmadinejad presides over regime that commits atrocities, says hamid dabashi. he says american television interviewers are not  sufficiently challenging in their questions. dabashi says ahmadinejad lied in denying iranian woman was sentenced to stoning. ","new york  cnn     in a recent piece by prominent iranian cartoonist mana neyestani, we see one of his favorite characters    a cantankerous grandfather who along with his two grandchildren is a solid supporter of the green movement against the regime in iran    having managed to tie up larry king inside a closet and trying to disguise himself as the world renowned talk show host in order to get to interview mahmoud ahmadinejad."
chelsea have completed the signing of bolton central defender gary cahill. the   year old england international joins chelsea for a fee of   .  million. cahills transfer is the biggest in england so far during the transfer window. eric abidal signs a new contract with barcelona to end speculation about his future. ,###
"nigeria is one of worlds richest oil states; people are among poorest in world. nigerian agency     billion to    billion in oil profits squandered, stolen. militant group mend attacks oil pipelines, demands profits given to nigerian people. un  niger delta has had more than  ,  spills;   times more than exxon valdez. ","but to most nigerians    oil is a curse.since the  s, the united nations estimates there have been more than  ,  oil spills in the niger delta    that is equal to more than   times the amount spilled from the exxon valdez in"
"after rosy polls, cnns pivit puts republicans' chances of winning a senate majority at   . pivit gives the gop strong odds of picking off democratic seats in iowa, colorado and arkansas. democrats could hold seats in north carolina and new hampshire, the analysis suggests. ","mark udall in colorado, whose chances are at just   , and sen"
"every president except for jfk and barack obama has been a white protestant. dean obeidallah  wasps have had an amazing run, but times have changed. he says political parties are increasingly reflecting the new face of america. obeidallah  changing voting rights laws have made our political system more democratic. ",###
abraham pearson escaped from holding cell while awaiting sentencing. police say he drove off in a carjacked minivan. sheriff  the escape attempt will add the suspect   more chages. ,"cnn     a detroit man, who stabbed an officer outside a courtroom and escaped wearing the officers uniform, has been captured, authorities said"
"wirathu, an ultra nationalist buddhist monk in myanmar, calls united nations . official a ""whore"". u.n. human rights chief responds sharply, calling on myanmars leaders to condemn him. wirathu is the leader of the   movement, blamed for stoking anti muslim sentiment. ","read more  'caught between a hammer and an anvil'  read more  rohingya ""not welcome""  read more  curfew imposed after deadly violence  read more  aung san suu kyis silence' on the rohingya"
"japans ""transformers  headmasters"" released in american . for the first time. it is  the latest example of fans influencing what material is seen by the public. japan took american . ""transformers"" cartoon in wild new directions. the release reignited the anime ""subbed vs. dubbed"" debate in some circles. ",###
manchester city through to english fa cup final for the first time since  . yaya toures  nd minute winner ends uniteds hopes of winning three trophies this season. roberto mancinis team will face either stoke or bolton in the final on may  . third placed chelsea move five points clear of city with a     win at west brom. ,
"larry norman was christian rock musician before genre existed. his first solo album, ""upon this rock,"" came out in late  . normans fans include u , guns n' roses and bob dylan. more than   versions of normans songs have been recorded by other artists. ",...
cnns football fanzone profiles a football blog every month. in march the profiled site is the republik of mancunia blog. the republik of mancunia is a dedicated blog for manchester united fans. ,"authored by manchester born and raised   year old scott  who prefers to remain anonymous , the blog began in the     season"
"new  somali president decries what he calls an ""act of cowardly desperation"". a minivan full of explosives blows up outside turkish embassy in mogadishu. two security guards, a student and three attackers die, somali police say. islamist militant group al shabaab claims responsibility. ",###
"several comic book heroes have affected people in real life. superman battled the kkk in radio series ""clan of the fiery cross"". something created in spider man comic inspires device that keeps people out of jail. and donald duck blocked a scientist from getting a patent. ",###
"for first time, a federal panel has advised that science journals censor flu study facts. the papers describe how to alter bird flu virus to be more potent, says arthur caplan. scientists generally hate policies that restrict research in any way, caplan says. caplan  sometimes risk is too high to let scientists openly disclose their findings. ","cnn     on tuesday, a federal advisory panel, the national science advisory board for biosecurity, recommended that university scientists who have submitted articles on how to modify a flu virus to two very prestigious journals delete critical information from them before publishing"
"n.y. man was not  looking for new vehicle, but credits, circumstances changed plans. program gives credits of   ,  to   ,  to people who trade in gas guzzlers. recipients must buy new vehicles that are more fuel efficient. texas woman glad program helped her buy more fuel efficient vehicle. ","com  read sables account of the purchase  under the    billion program, people will be given credits of   ,  to   ,  to replace gas guzzlers    generally vehicles with a combined city/highway fuel economy of   miles per gallon or less    with new vehicles that are more fuel efficient.radtke and her husband this month got a   ,  cars credit for trading in their   isuzu trooper    mpg  to buy a new volkswagen jetta sportwagen, a diesel powered car that the program lists as getting   mpg"
new  sanduskys attorney says the family is happy about the ruling. a judge rules that jerry sandusky can see some of his grandchildren. the judge denies prosecutors request to require the former coach to stay indoors. tim curleys legal team asks that a perjury charge against him be dropped. ,cleland has said he is aiming for a may   trial for sandusky
"canada will send fighter jets to target isis in iraq. u.n. envoy  ""the international community cannot sustain another city falling"". state department  american . goal is preventing isis ""from gaining a safe haven"". turkish president erdogan warns kobani is about to fall to isis. ",###
women give men chocolates for valentines day in korea. valentines day is just one of many romantic korean holidays. next up  white day. valentines day has evolved to incorporate more than just romantic interests. ,".""  one translation  women are comparatively stingy, while men like to show off"
"many gamers appear less than excited about nintendos forthcoming  ds console. the handheld device does not have   d visual effects and is shaped like a small tablet. console may be aimed at kids, not adults. ","cnn     announcement of a nintendo  ds handheld console is causing a collective ""eh"" among fans of the pioneering gaming company.""  ""this console is not  aimed at any of us  adults"
mitchell johnson inspires australia to innings victory over sri lanka in melbourne. injury hit tourists crash to series defeat ahead of third and final match in sydney. johnson named man of the match after taking six wickets and hitting   not out. india levels twenty  series against pakistan with   run win in second match at ahmedabad. ,.
liberal and conservative groups seeking tax exempt status got targeted. pelosi  the priority is stopping political groups from getting tax breaks. ryan  unanswered questions require further questions. a house committee holds the next hearing on the issue thursday. ,"earlier  what is  a   c       werfel said the irs would continue checking on tax exempt groups to ensure they were following the law.as part of his review, werfel said   groups awaiting irs action on their applications for tax exempt status for more than   days could self register with the agency as long as they certified under penalty of perjury that they would comply with applicable laws and regulations."
oprah winfrey says she hopes the oil spill will be resolved soon. winfrey says obama is doing a good job handling crisis. she says she is saddened by television reports about those affected by spill. ,"cnn     oprah winfrey gave her support to those suffering in the gulf states, saying president obama is doing the best he can to handle the oil disaster"
"j.k. rowlings new novel, ""the casual vacancy,"" is authors first book aimed at adults. plot examines social tensions and class divisions in english village. simon hooper  britain feels like country in midst of low intensity class war. rowling is aware class is subject that will shift copies in droves, he adds. ",.
"j. peter pham  boko haram makes significant territorial strides. its attacks show growing military sophistication, he says. ","""  by some estimates, more than  ,  people in nigeria alone have died as a result of boko haram related violence in  , while more than."
saatchi gallery has teamed up with google plus for the first gif art award. the motion photography prize went to brooklyn artist christina rinaldi. artists are increasingly looking to gifs as bona fide channels for self expression. ,"over  ,  people from   countries entered their work, which fitted into six categories   landscape, lifestyle, action, people, night and urban"
"senate intelligence committee releases report on cia torture. patrick eddington  cia violated american . and international law. mass surveillance, torture are hallmarks of totalitarian governments, he says. ",
"digital game distribution continues to grow, thanks to new titles and smartphone apps. ""gemini rue"" is a sci fi point and click adventure set in a dystopian future. with its bosses to battle and its puzzles, ""bionic commando rearmed  "" is old school fun. ",
"uefa has opened disciplinary action against lazio. move comes following lazios goalless draw at tottenham. italian club could be hit with   ,  fine. bulgarian side levski sofia hit with   ,  fine. ",###
"louisiana has been mostly spared since oil rig exploded and sank off southeast coast. bp hit with  ,  claims for lost income and damages;   paid, to tune of   .  million. concert sunday to benefit south louisiana fishermen and wetlands restoration. ","louisiana has been mostly spared since the oil rig exploded april   and sank two days later about   miles    kilometers  off the southeast coast of louisiana..he said remote control inspection machines had not been able to check how the blowout assembly was working but ""something is constraining the leak"" from what would have been a flow estimated between  ,  to  ,  barrels a day.""  bp has received  ,  claims for lost income and damages and   of those claims have been paid, at a price of"
" ,  congolese have fled into uganda in past two days, united nations . says. refugees report massacres, atrocities in their villages by rebels. neighboring uganda now hosts some  ,  refugees from countries in the region. ","cnn     an estimated  ,  congolese civilians threatened by fierce fighting and gruesome attacks have fled to neighboring uganda over the past two days and more are expected, the united nations' refugee agency said in a news release thursday"
"president speaks to nbc for nearly   minutes. interview covers subjects like taxes, security at foreign embassies, gun control. obama plans to introduce immigration legislation in next year. he thinks chuck hagel would be qualified to be next secretary of defense. ","here are highlights of what he said   gun control after the newtown killings  ""something fundamental in america has to change,"" said obama, who visited on december   with families of victims of the newtown, connecticut, school shootings.""there was just some sloppiness    not intentional    in terms of how we secure embassies in areas where you essentially do not  have governments that have a lot of capacity to protect those embassies,"" he said."
"the remains of victims of flight mh  have been flown back to the netherlands. dozens of bodies collected from the crash site have been taken to kharkiv in the ukraine. dutch experts will use dna, dental records and fingerprints to identify the victims. the identification process can be lengthy but is aimed at giving families closure. ",..
new  tsa backs officers who made passenger remove nipple rings. new  agency acknowledges that procedures need to be changed. agent using handheld metal detector at lubbock airport found piercings. woman says she heard male agents snicker as she removed rings. ,"los angeles, california  cnn     the transportation security administration said friday its officers at a texas  airport appear to have properly followed procedures when they allegedly forced a woman to remove her nipple rings    one with pliers    but acknowledged the procedures should be changed.the woman involved    mandi hamlin    told reporters earlier friday she was humiliated by last months incident, in which she was forced to painfully remove the piercings behind a curtain as she heard snickers from male tsa officers nearby.allred pointed out that tsas web site says passengers with piercings can undergo a pat down inspection if they do not want to take their piercings out    an option she said hamlin was never offered"
"mccain  referred to a military presence like american . has in japan, germany, south korea. ""it is  not a matter of how long we are  in iraq, it is  if we succeed or not,"" mccain said. sen. hillary clinton  ""i want them home within   days of my becoming president"". ",washington  cnn     republican presidential front runner sen
"video shows ambulance rushing the pop star to the hospital. crowds gather at the hospital where jackson was rushed. a.j. hammer  this ""is big as it gets""; rev. al sharpton  he was ""a trailblazer"". motown founder berry gordy jr. says hes ""numbed and shocked"" at the news. ",###
"new  the downed plane had video and data recording devices, a ntsb official says. new  some of the data was transmitted, and several memory cards have been found. new  the pilot did not send a ""mayday"" call, as had previously been reported. more of the   people killed in fridays crash were identified sunday. ",###
cristiano ronaldo has urged his real madrid teammates to carry their recent impressive form into the new year. real madrid cut the lead of defending champions barcelona to two points after a     thrashing of real zaragoza.. coach manuel pellegrini also paid tribute to barcelonas amazing   months following their victory in the club world cup. ,
"the ukraine conflict started with a dispute over a trade deal. that ballooned into protests, then russia stepped in. looking forward, an outright invasion seems unlikely, analysts say. it wo not  be easy to unravel the complex political and economic forces tugging at ukraine. ","it is  hard to imagine    but true    that the raging conflict between ukraine and russia, or at least ukraine and pro russian rebels, all started with a humble trade agreement."
"man passed classified documents to foes of philippines president. leandro aragoncillo is ex marine, former aide to two american . vice presidents. conspiracy to transmit national defense information could have brought   years. second man sentenced tuesday to six years in same conspiracy. ",###
liberal democratic party has been on top for almost five decades. voters disgruntled with slow progress on economic recovery. democratic party of japan set for its first majority. dpjs yukio hatoyama has obama style message of change. ,"polls show that the opposition, the democratic party of japan, will snag more than   of the   seats up for grabs in the lower house of japans parliament"
"no major news organization showed the conclusion of the isis steven sotloff video. some viewers, readers and journalists have deplored decisions to show snippets of it. ""one should not empower isis by publishing their pr materials,"" a journalist tweets. not showing the video at all, however, risks sanitizing the grim reality of the world. ",###
"a car bomb has killed one of israels most prominent crime bosses, police say. police sources say yaakov alperon was killed instantly. explosive device was apparently detonated by remote control in tel aviv. ",
hezbollah member escaped from egyptian prison. he makes surprise appearance in beirut. ,
"jessica heeringa was lone clerk at gas station. she last served customer at     p.m. friday, police say. station was reported empty at     p.m.. ""something very bad happened,"" police chief tells tv station. ",###
"evergreen produce issues a voluntary recall of alfalfa and spicy sprouts. the move comes days after warnings from federal health authorities. according to the cdc, there are   cases in   states tied to the sprouts. ",
arsenal came back from two goals down to claim a     victory over bolton at the emirates stadium which saw go top of the premier league.. liverpool produced a defiant performance to help ease the pressure on rafael benitez with a     victory over tottenham hotspur.. aston villa beat blackburn rovers     in a thrilling english league cup semifinal second leg tie to go through     on aggregate.. ,arsenal scored their fourth    and the goal required to send them top of the table    in the  th minute when eduardo slipped in arshavin and the russian made no mistake to fire the ball past jaaskelainen
