actual,predicted
the military kills more than   boko haram members in an operation in borno state. they also fend off an attack on a military checkpoint in yobe states capital.   suspected boko haram members die in fighting there. boko haram seeks to impose a strict version of sharia law across northeastern nigeria. ,"special operations troops responded, waging ""a fierce encounter with the terrorists in various parts of damaturu.the military ""remains on the offensive,"" according to brig"
"cnn.com will feature ireporter photos in a weekly travel snapshots gallery. please submit your best shots of barcelona, spain for next week. visit cnn.com/travel next wednesday for a new gallery of snapshots. ",###
"woman detonates bomb after saying she would  lost her wallet, istanbul governor says. attackers identity, motive not immediately known, governor says. attack happened at police station in popular tourism district. ","cnns gul tuysuz reported and wrote from istanbul, and cnns jason hanna wrote in atlanta"
"theres a difference between running for president and ""running"" for president. scott brown served part of one term in the senate before losing his re election bid. theres almost no downside in a politician saying hes considering a presidential run. even some of his former advisers say they do not  know what brown is up to. ","""  then theres the fact that brown, who supports some abortion rights, is not  exactly a hardliner on social issues that matter to so many republican caucus goers in iowa.in their speeches, cruz and santorum issued a series of anti obama bromides and boosted their profiles with the grassroots activists who attended the iowa summit.still, theres a difference between running for president and ""running"" for president, even though it is  sometimes difficult to tell the difference"
"he was released early after time off for good behavior and work credit, jail official says. dharun ravi is released after serving a jail sentence. he was convicted in may on charges related to recording his gay roommate. the roommate, tyler clementi, killed himself after learning of the recording. ","ravi began serving his term on may  , two days after apologizing in a written statement for spying on clementi"
"you do not  have to sit down to get great food in new york. opened in   in soho, a lone taco cart called calexico has expanded into a mini empire. new yorkers do not  need to go to new england for a good lobster roll, thanks to red hook lobster pound. lines form early for lumpia shacks philippines inspired food. ",calexico; prince street and wooster street; +         bolivian llama party  traditional bolivian street food staples can now be enjoyed on the streets of brooklyn thanks to this popular smorgasburg stall.despite not having a regular location    bessies daily whereabouts must be tracked online    milk truck has become a fixture in the new york street food scene thanks to its fiercely loyal following
"philip rubio says the american . postal service threatened by major cuts or even closure. he says post office represents people, places we rely on; cuts will have huge effect in american .. he says it is  a major employer, innovator and fulcrum of national communications system. rubio  congress must assume responsibilty for finding a way for postal service to stay afloat. ",postal jobs have especially played a key role in black community development.we would also lose the promise of jobs in the future that provide what has become a more dependable service over two centuries since the founding of this country  the post office was started in
"a cnn analysis of secret cables published by wikileaks reveals american . frustration. u.s. has concerns over economic reform, mubaraks lack of succession planning. cables also reveal washington sees egypt as an important and    until now    stable ally. ","""  the egyptian president relied on his interior minister and intelligence service to ""keep the domestic beasts at bay, and mubarak is not one to lose sleep over their tactics.on pressure to improve human rights, according to one cable from scobey in  , ""mubarak takes this issue personally, and it makes him seethe when we raise it, particularly in public.mubarak has also repeatedly warned of irans influence with hamas in gaza and hezbollah in lebanon, and in a cable from february last year, was quoted as describing ""tehrans hand moving with ease throughout the region, from the gulf to morocco"
"""as they see 'em"" is in depth look at baseball umpires. ""the complete game,"" by mets broadcaster ron darling, gets inside pitchers head. two positions have similarities  necessary command, some disrespect. ","though time has dulled the pain, ""i think he lives with [that call] every day,"" weber said.""we are  not just robots they send out there,"" umpire tim mcclelland   nd from l  told author bruce weber.' ""  weber found a fraternity  and they are almost all men  much like cops or soldiers  tight lipped believers in baseball law and order"
executive order bars contractors covers lgbt employees; religious groups not exempt. it did not touch a previous order allowing religious groups to weigh faith in hiring decisions. opponents disappointed on decision involving religious groups. ,"this gave some opponents of the order hope that they could continue to consider sexual orientation in hiring decisions.""there are now millions of lgbt people and their families who are just going to sleep a little bit easier tonight knowing that they ca not  be fired from their jobs as federal contractors,"" she said"
"in rural africa, there is love for soccer but sometimes a lack of resources. children often make their own soccer balls from rubbish and rope. diy soccer can bring joy to an entire village, said photographer jessica hilltout. ","""  in the   odd soccer loving localities she visited, in countries from south africa to ivory coast, balls are spun into being with whatevers at hand  rag or sock, tire or bark, plastic bag or inflated condom"
it is  the first time a ban of a national committee has been lifted during an olympics. the ioc suspended india in   over the election of a tainted official to a top post. the indian olympic association has now held new elections that the ioc has approved. indian athletes will now be able to walk behind the national flag at sochis closing ceremony. ,"""it is the first time in olympic history that a suspension of an noc  national olympic committee  has been lifted during an olympic games,"" the ioc said in a statement tuesday"
"poets have long written about their mothers or to their mothers. robert louis stevenson  poem tells mother to hear ""the little feet along the floor"". julia kasdorfs poem tells how her mother taught her to comfort those in mourning. rudyard kiplings poem said his mother would love him even if he were hanged. ",mother nature network     mothers day poems come in all shapes and sizes
"pornographic sex and visceral violence in ""antichrist"" shocked early audiences. von trier was accused of misogyny but claims to identify with the female character. ""antichrist"" stars charlotte gainsbourg and willem dafoe as a bereaved couple. von triers ""the idiots""     was first mainstream film to show non simulated sex. ","""i think that if you are, shall we say, sensitive, then there is a good side and a bad side about it,"" said von trier.""the good side is that you can sometimes achieve something creatively"
"the elderly woman suffered from diabetes and hypertension, ships doctors say. previously,   passengers had fallen ill on the ship, agencia brasil says. ",
"army staff sgt. robert bales admitted to gunning down   civilians. the plea spares the   year old bales the prospect of a death sentence. a jury will decide whether he will have a chance at parole. afghan civilians have been called to testify about what they saw, survived. ","haji mohammed wazir lost   relatives    his wife, mother, two brothers, a   year old nephew and six of his seven children    according to king"
"a grainy sonar image has been spotted, an aircraft recovery group says. historian at amelia earhart birthplace museum skeptical of anything conclusive showing up. technology today is advanced enough to locate a plane, a trade association official says. ","""  could it really be a piece of earharts lockheed electra plane   louise foudray, caretaker and historian of the amelia earhart birthplace museum in atchison, kansas, chose her words carefully on friday afternoon"
"kazakhstans alexandre vinokourov wins gold. colombian rigoberto uran claimed silver, norways alexander kirstoff bronze. world champion mark cavendish finishes a disappointing  th. ",cnn     alexandre vinokourov claimed kazakhstans first medal at the london olympics with gold in saturdays mens cycling road race
"a rebel group in congo killed at least   civilians, human rights watch said. the lords resistance army abducted   others including   children, the report said. lra forces attacked at least   villages from december   to  , the report claimed. cnn could not independently confirm reports of the massacre. ","lra forces attacked at least   villages from december   to  , killing and abducting hundreds of civilians    including women and children, according to human rights watch"
caroline wozniacki beaten at the french open by daniela hantuchova. world number one loses         in just   minutes at roland garros. australian  th seed samantha stosur dumped out by gisela dulko. defending champion francesca schiavone through as shuai peng retires hurt. ,"the argentine set the tone by taking the first four games of the match, and though she dropped the second set, stosurs   unforced errors counted as dulko wrapped up the match"
new  gillard says leadership issue settled conclusively. no challenges emerged to contest australian leadership. kevin rudd said he would not  stand against julia gillard. prime minister gillard called leadership vote for thursday. ,"minutes before the meeting of australian labor party  alp  caucus members, former leader kevin rudd made it clear that he would not be pitting himself against his former rival.in a short statement after the vote, gillard said she accepted the support of her colleagues ""with a sense of deep humility and a sense of resolve"
"body of ryan jenkins found hanged in british columbia hotel, police say. authorities say preliminary evidence points to suicide. body of jasmine fiore,  , found stuffed into a suitcase inside a dumpster. her teeth were extracted, fingers removed, making it harder to identify body. ","watch what led police to hotel room â»  the nude body of jenkins' wife, former swimsuit model jasmine fiore, was found last weekend in orange county, california"
hong kong film production has dropped almost   percent since early  s. mainland investment and market influences quality of hong kong films. problems include few opportunities for new talents and little audience support. ,"a trend of fewer films being produced each year in hong kong at the time of the handover has continued into the  st century.hong kong, china  cnn     in the decade since the   handover of hong kong to china, local movie makers have faced daunting changes in the industry.ten years ago, the top   grossing films accounted for   percent of the total box office return; today, the portion is   percent"
gujranwala has been largely free of the militant violence. three police officers were injured. the explosives were detonated by remote control. ,
yaya toure believes newspapers must depict religion in a more respectful way. toure fears for the safety of his muslim friends in paris. the manchester city midfielder is currently with ivory coast ahead of the africa nations cup. ,"""when you hear something like that it is  a bit disappointing,"" he said, referring to the attack on the charlie hebdo office"
jesse tyler ferguson and justin mikita launched tie the knot foundation. proceeds from the organization go toward the fight to legalize same sex marriage. ferguson said he is protective of their relationship. ,"it is  going to be a very nontraditional, very organic, very simple ceremony."" i think theres something really sweet and innocent about it.i do not  want to jump into kids right away.after dating for more than two years, ferguson and his boyfriend, justin mikita, decided to take the next step.i think it will be a very short, very sweet and simple and hopefully beautiful ceremony"
"ray liotta known for bad guy roles such as gangsters, serial killers. liotta tries something a little different with comedy ""observe and report"". ""edgy guys stand out in peoples minds,"" liotta has said. ","see some of the highlights of liottas career â»  liotta first made his mark on the film industry by playing a psychotic ex husband determined to win back his ex wife in ""something wild"
"mansfield  bush, blair should be tried for war crimes over invasion of iraq. mansfied  regime change is not permitted by the united nations . charter. mansfield  charter does not authorize preemptive action based on perceived threat. ","alternatively individual member states could incorporate these crimes of universal jurisdiction into their own domestic law.bush can safely plan a visit for tea with tony blair in london without fear of prosecution in the uk.the principal security council resolution  , adopted in november  , called on iraq to disarm its wmd and cooperate with united nations.if it were, the powerful nations could go round the world picking off the weak    or more particularly the states thought to be hostile to their own ambitions"
"london transport system crippled as tube workers go on strike. normal service not due to resume until friday morning. buses crammed with commuters; many chose to cycle, walk to work. rmt trade union called strike in dispute over pay, job cuts, disciplinary issues. ","""it is  ok    quite refreshing,"" said a man on regent street.the rmt represents about half of the  ,  employees on the tube, a tfl spokeswoman said"
new  the presidents of sudan and south sudan meet in juba. talks between south sudans government and rebels begin in ethiopia. south sudan erupted into violence in a december attempted coup. violence has raged since; both sides are now holding talks to seek a resolution. ,violence quickly spread with reports of mass killings emerging nationwide
"saola caught on forest camera in vietnam. at most, only a few hundred saola thought to exist. species was first discovered in  . ",a wwf survey team found a skull of the animal in a hunters home
new  palestinian official    year old girl killed by israeli airstrike. new  israeli military  about   rockets from gaza since cease fires end. israel and hamas criticize one another for not doing more to halt violence. ,"less than a mile away from the qassam mosque, a strike killed two men riding on a motorbike, palestinian health ministry spokesman dr.israeli government spokesman mark regev said it was hamas' fault regardless, telling cnn the group runs gaza and ""ca not  outsource terrorism to the other groups"
"libyan branch of isis claims responsibility; names attackers. libyan spokesman says death toll is at least   people at hotel and two attackers. siege is over and the gunmen are dead, hotel company spokesman says. an american security contractor is among the dead, his company says. ","a spokesman for the corinthia group in malta told cnn there had not been a hostage situation in the hotel, as some reports suggested.an online group that supports isis said the attack was carried out in the name of abu anas al libi"
new  hospital staff makes release recommendations. john hinckleys sister says she supports letting him eventually live in williamsburg. she says he feels comfortable there and is accepted by many community members. hinckley has been hospitalized since he shot president reagan in  . ,she was asked many questions about how the   year old fits into the virginia community.sims was asked if she ever noticed secret service agents keeping an eye on hinckley.she said she is aware her brother still sees cb sometimes when the woman visits st.he flew to dallas to stay that weekend at his sisters home while she and her husband were away at a football game
"new  sen. barack obama, house armed services chairman criticize scope, timing. new  iraq views decision as ""positive move,"" aide to iraqi leader says. iraq force to be trimmed by  , ; afghanistan force to rise by  , . president bush cites increased stability in iraq, stronger insurgency in afghanistan. ","""  however, ""we will continue to spend    billion a month in iraq while the iraqi government sits on a    billion surplus,"" obama said.would make additional forces available in   and called on allies to increase their force levels.in his speech, bush praised other members of the american"
"hello kitty is not a cat, anthropologist reveals ahead of retrospective. interview in la times ricocheted around internet among shocked fans. cat like character is a british girl who has a twin sister and a pet cat. ","""thats one correction sanrio made for my script for the show,"" yano told the la times.""since hello kitty is not  a cat, wtf is my melody "" tweeted  mrsunlawyer"
cristina fernandez de kirchner has a blood clot on the surface of her brain. a month of rest is recommended. spokesman  the president suffered cranial trauma in august. ,"often, in people over  , a brain trauma can cause the blood vessels in the brain to tear, and blood to clot"
"cartoon uses muscle bound character called voteman to persuade people to vote. voteman is depicted in a series of sexually suggestive and violent scenes. parliament speaker apologizes, says cartoon was ""more serious and offensive"" than intended. danish parliaments eu information center created cartoon ahead of european elections. ","naked, he leaps up from a bed surrounded by women apparently performing sex acts on him and    having donned a leather waistcoat and trousers    sets off from a bond villain esque island hideout on his mission, riding a pair of harnessed dolphins as waterskis"
"donald sterling shows 'neurodementia of the alzheimers type,' a doctor says. hes unaware of the season and ca not  spell 'world' backward, doctor adds. he shows 'early alzheimers disease' or other brain disease, second doctor says. findings are consistent with 'the general loss of brain tissue,' third doctor says. ","""  under the trust agreement, if donald sterling became mentally incapacitated, he would be removed as a trustee, o would onnell said.donald sterling opposes a sale of the team and says he gave his wife a purported letter only to negotiate with a buyer, not to formally sell the team, his attorney said wednesday.sterlings conduct in reneging on the sale requires her to do so,"" o would onnell said.sterlings legal maneuver comes as three physicians say her estranged husband, donald,  , is mentally incapacitated, said her attorney, pierce o would onnell"
"rage against the machine has reissued its   album. review  only ""nevermind"" and ""the chronic"" rival it for ' s cultural impact. the reissued album comes with dvds of live shows and music videos. ","com    greatest albums of all time  de la rochas throat scraping eruptions about suicide  the fate of an outcast in ""settle for nothing""  and bullets in the head feel as primal as any lefty rock    and maybe more so, heard from inside morellos palace of sound"
"the video games career mode offers rare video footage of the band playing. want to drum like tre cool  you might need the ""green day  rock band"" specific drum lessons. details make this game exciting for fans    even wardrobe is varied and historically correct. ","you also get to view cool memorabilia, like still photos and rare video footage of the band, for completing songs in career mode"
"russian state news says  ,  ukrainian troops in eastern ukraine. self declared mayor of slavyansk says diabetic hostage has the medicine he needs. ukraines security service says osce team is being held in ""inhumane conditions"". u.s. official says planned american . sanctions ""can have a significant impact"" on russia. ","president barack obama threatened russia with new sanctions.on friday, a team of european and ukrainian military observers were seized friday by pro russian separatists in slavyansk"
"""  jump street"" morphs into an action comedy with a tonal complexity. what this interpretation sacrifices in teachable moments, it makes up for in intelligent giddiness. channing tatum has got bust out talents as a really funny, self aware comic actor. ","as it turns out, dim memories and a new generation of pop culture consumers work to the great advantage of ""  jump street"" the movie  what this fast, cheeky, and very funny interpretation of the original premise sacrifices in teachable moments, it makes up for in intelligent giddiness.and now for the revelation  the guys got bust out talents as a really funny, self aware comic actor"
"kristin beck served as a navy seal for more than   years. known then as chris beck, the war veteran deployed   times. beck retired in   and has since come out as transgender. ""no one ever met the real me,"" she says. ","""  ""i fought for   years for life, liberty and the pursuit of happiness.navy seals journey to coming out transgender"
"this page includes the show transcript and the daily curriculum. use the transcript to help students with reading comprehension and vocabulary. the daily curriculums newsquiz tests students' knowledge of events in the news. at the bottom of the page, please share your feedback about our show and curriculum. ","on this page you will find todays show transcript, the daily curriculum, and a place for you to leave feedback.thank you for using cnn student news   click here to submit your roll call request"
"new  vice president joe biden praises ""my friend,"" plans to attend funeral tuesday. specter died of complications from non hodgkins lymphoma. he represented pennsylvania in the senate longer than anyone else. he was long one of the most prominent jewish american politicians. ","""  after the loss, specter moved from the halls of congress to those of academia, taking on a new role at the university of pennsylvania law school as an adjunct professor.and under developed countries,"" according to a bio from the university of pennsylvania law school.and hes remembered across the states   counties for his efforts.he served on the senate judiciary committee, of which he was chairman from   to.""he always came across as kind of urbane"
"nearly   endangered forest elephants were killed in   parks.   sudanese poachers on horseback are believed to be responsible. forest and savanna elephant populations have declined drastically. central african nations agree to mobilize  ,  soldiers to fight poaching. ",very young    even newborn    elephants were among the carcasses found in nki and lobeke national parks.political analysts say the proceeds fund rebel groups in sudan and the central african republic
"new  army corps of engineers is expected to open the spillway once river flows hit a trigger. new  projections indicate the tipping point could come as early as saturday, jindal says. new  the morganza spillway has not been opened since  . opening the morganza spillway would flood the atchafalaya river basin. ","the new orleans levees are built to withstand   feet, according to the weather service.stars talk about the flooding and response  the national weather service said that as of friday morning, the river was at.flood stage at vicksburg, the level at which the river may begin flowing over its banks, is   feet.womack talks about flood costs  ""it is  in about   feet of water,"" dyersburg, tennessee, farmer jimmy moody said of his   acres of winter wheat, which was to be harvested in the coming month"
"johnson played the iconic role of professor roy hinkley on ""gilligans island"". johnson worked up until his death, signing autographs over holidays. he was ""just a positive and nice guy,"" his agent says. johnson,  , was an army air forces veteran of world war ii. ","""he will always be in our hearts and remembered from gilligans island as part of american pop culture history.""  another important ingredient to acting success is perseverance, he said"
"bureau official  ""between '  and '  there really was not "" much immigration change. notable increase in naturalized citizens, census bureaus elizabeth grieco says. mexican born population in american . dropped by about  ,  between   and  . ","the mexican born population in the united states dropped by about  ,  between   and  , according to census data.the census survey matches reports from the department of homeland security on the rise of naturalization applications"
"new  an algerian official says algeria does not  need help securing its energy facilities. new  algerians are searching hospitals, villages and more for missing, statoil reports. the number of those killed in the crisis will likely go up, an algerian official says. a new video reportedly claims responsibility in the name of al qaeda. ","japan  there are still   japanese who have yet to be confirmed safe, jgc    the engineering firm    said sunday.the attackers came from six countries    only three were algerian    and included arabs and africans, said told state run radio algeria.and norways statoil said five of its employees were missing, while   others are now home in norway, algeria and canada.three other british nationals and a uk resident are also ""believed dead,"" he said"
"chinese french painter zao wou ki died tuesday at age  . zao was regarded as one of foremost chinese contemporary painters of the  th century. zao was uniquely able to combine cultures, aesthetic visions of france and china in his work. ","encouraged by the french educated chinese artist lin fengmian, his teacher at the prestigious hangzhou national college of art  today the china academy of art , he relocated to paris in.cnn     the chinese french painter zao wou ki once told me that painting expresses the thoughts we struggle to put into words"
a norwegian citizen of somali descent is investigated in the kenya mall attack. kenyan antiterror sources say he may have ties to a suspected al shabaab commander. norwegian intelligence services are in kenya investigating both men. norwegian authorities have not yet released the norwegian citizens name. ,al shabaab in norway  the possible involvement of the norwegian citizen in the westgate mall attack has highlighted concerns about the widening reach of the al shabaab group outside somali borders.he said that ikrima made clear to him via email that he was ready to send recruits from the west back home from somalia to launch attacks
"  car bomb explosions kill  , injure   in baghdad, officials tell cnn. five killed when gunmen attack a police station in falluja. army general dies when bomb explodes in his convoy in northern mosul. ",officials said   people were killed and   wounded in   car bomb explosions in nine different parts of baghdad
sources  mist and sand created poor flying conditions for the pilot of crashed plane. family says   year old sole survivor knows his immediate family were killed in plane crash. dutch foreign ministry sending experts to tripoli to help authorities identify victims. ,"""the coming period will be very difficult for us,"" the family said"
"woman went to southwestern christian university on a sports scholarship. letter  an official says minards marriage to another woman violates school policy. minard admits signing a morality pact, but thinks shes singled out for being lesbian. she says you can ""have faith in god and live a gay lifestyle"". ",""" but  i have to uphold the lifestyle covenant at scu and confront you with our position.""i stayed on without a scholarship,"" minard said, ""because i was so invested in the university and knew that some credits would not  transfer to other schools"
"report  spice girl mel b. is joining ""americas got talent"" as a judge. the singer/tv personality is experienced with reality shows. ""agt"" is said to be considering hiring a fourth judge. ","cnn     with sharon osbourne gone, ""americas got talent"" has tapped spice girl mel b"
"chavis  ""all the money in the world"" is not  enough to help poorly run schools. author  i turned ""worst middle school in oakland"" into a top scoring school. d.c., detroit, l.a. produce poor results at extraordinary taxpayer cost, chavis says. obama is right to require accountability in return for reform money, chavis says. ","i implemented a golden rule at american indian public charter school for staff, students and families  if you act like a winner, you will  be treated like a winner."" chavis received his doctorate in education and philosophy from the university of arizona and served as principal of american indian public charter school for seven years"
"the four suspects are said to be members of hezbollah. rafik hariri was assassinated february  ,  , in beirut. lebanese authorities say they ca not  get their hands on the suspects. ","as for lebanese authorities, the judge said hes hopeful they will ""persist in their search for the accused"
"three turbulence related deaths since  , faa says. at least two of the three were people not wearing seat belts. turbulence is caused by quick changes in air movement. air pockets from ""clear air"" turbulence are hard to detect. ","in the case of mondays continental flight  , an unexpected blast of air led to much more than jangled nerves, bumps and bruises.initial reports are that the monday flight was hit by what is  called clear air turbulence, or air pockets that hit without warning"
"two russian planes flew within   feet of american . navy aircraft carrier. that flyover is lower than others russians have made over american . ships this year. u.s. aircraft tried contacting russian planes, but pilots did not  respond. u.s. fighter jets met up with russian planes, flew with them until they left. ","navy ship was february  , when two bears flew  ,  feet over the aircraft carrier american  nimitz south of japan"
a futuristic proposal flips the traditional designs of todays major train stations vertically. the vertical hyper speed train hub wants to cut the footprint of rail terminals by  . the proposal won an honorable mention in  s evolo skyscraper competition. ,"each carriage proportion is designed as a cubical shape to enable it to function both vertically, when docked, and horizontally, while traveling after the trains departure, the wagons would pivot like a ""ferris wheel,"" allowing commuters to remain in an upright position and enjoy breathtaking views of the city"
judge orders brown to come back to court on june  . prosecutors accuse brown of not finishing   days of community labor. brown pleaded guilty to a felony assault charge in the beating of rihanna in  . browns lawyer called the prosecutors filing 'fraudulent'. ,"at the probation court date, when geragos was asked why browns assault victim was in court, he replied, ""she thinks it is  utterly ridiculous what they are  doing to him"
"mahmoud ahmadinejad presides over regime that commits atrocities, says hamid dabashi. he says american television interviewers are not  sufficiently challenging in their questions. dabashi says ahmadinejad lied in denying iranian woman was sentenced to stoning. ","ahmadinejad why do not  you talk to iranian journalists  why do you just talk to foreign journalists  why do you run away from iranian journalists ""  ahmadinejad left his real surprise for after all his interviews, when during his official address to the general assembly he effectively accused the united states government of direct involvement in the atrocities of  /.these are problems that american journalism as an institution faces as it tries to cope with and cover a far more globalized planet than we have  ever seen before"
chelsea have completed the signing of bolton central defender gary cahill. the   year old england international joins chelsea for a fee of   .  million. cahills transfer is the biggest in england so far during the transfer window. eric abidal signs a new contract with barcelona to end speculation about his future. ,"the   year old, who had been linked with a move away from the nou camp, is now contracted to the european champions until june  , with an option to extend the deal until"
"nigeria is one of worlds richest oil states; people are among poorest in world. nigerian agency     billion to    billion in oil profits squandered, stolen. militant group mend attacks oil pipelines, demands profits given to nigerian people. un  niger delta has had more than  ,  spills;   times more than exxon valdez. ","communities along the niger delta have lived off subsistence fishing and agriculture for decades.conversely, the average nigerian has suffered as a result of the countrys oil prosperity"
"after rosy polls, cnns pivit puts republicans' chances of winning a senate majority at   . pivit gives the gop strong odds of picking off democratic seats in iowa, colorado and arkansas. democrats could hold seats in north carolina and new hampshire, the analysis suggests. ","mark pryor in arkansas, whos down to"
"every president except for jfk and barack obama has been a white protestant. dean obeidallah  wasps have had an amazing run, but times have changed. he says political parties are increasingly reflecting the new face of america. obeidallah  changing voting rights laws have made our political system more democratic. ","but until that day comes, you can console yourself knowing that a white protestant male is one of the most exciting athletes in our nation today  tim tebow.wasps had almost as many victories in a row as the harlem globetrotters.every single president in our nations history, except for john f"
abraham pearson escaped from holding cell while awaiting sentencing. police say he drove off in a carjacked minivan. sheriff  the escape attempt will add the suspect   more chages. ,"pearson escaped from the rear of the building, carjacked a citizen and drove away in a dodge minivan"
"wirathu, an ultra nationalist buddhist monk in myanmar, calls united nations . official a ""whore"". u.n. human rights chief responds sharply, calling on myanmars leaders to condemn him. wirathu is the leader of the   movement, blamed for stoking anti muslim sentiment. ","cnn the united nations' top human rights official has called on myanmars leaders to ""unequivocally condemn"" an ultra nationalist buddhist monk who labeled a visiting united nations"
"japans ""transformers  headmasters"" released in american . for the first time. it is  the latest example of fans influencing what material is seen by the public. japan took american . ""transformers"" cartoon in wild new directions. the release reignited the anime ""subbed vs. dubbed"" debate in some circles. ","""  the other takara series will be released in the near future as ""the japanese collection,"" though a production delay has postponed its release for several weeks.""  ""[the takara anime series] really bends towards a lot of things that japanese children want to see,"" said albert.and australia and saw that the subtitles there were not  entirely accurate, and in some cases did not  make sense,"" said ward"
manchester city through to english fa cup final for the first time since  . yaya toures  nd minute winner ends uniteds hopes of winning three trophies this season. roberto mancinis team will face either stoke or bolton in the final on may  . third placed chelsea move five points clear of city with a     win at west brom. ,"sunderland, european hopefuls earlier this season, slumped to an eighth defeat in nine games as the     loss at birmingham left both clubs in a group of four teams on   points    five clear of the relegation zone"
"larry norman was christian rock musician before genre existed. his first solo album, ""upon this rock,"" came out in late  . normans fans include u , guns n' roses and bob dylan. more than   versions of normans songs have been recorded by other artists. ","""  "" 'upon this rock' was written to stand outside the christian culture,"" larry norman said in an interview with ccm magazine.larry norman was a christian rock musician before the genre existed, combining faith with a backbeat and social consciousness.' ""  no small surprise, given that rock music at the time was the soundtrack of the counterculture and was far from the mainstream.""  normans fans include u , guns n' roses and bob dylan, according to his brother charles"
cnns football fanzone profiles a football blog every month. in march the profiled site is the republik of mancunia blog. the republik of mancunia is a dedicated blog for manchester united fans. ,"""i find it odd thinking of some lads thousands of miles away and hours apart sat at a computer and reading my latest rant"
"new  somali president decries what he calls an ""act of cowardly desperation"". a minivan full of explosives blows up outside turkish embassy in mogadishu. two security guards, a student and three attackers die, somali police say. islamist militant group al shabaab claims responsibility. ","""  ""this cowardly act will not shake our commitment to continue working for the brighter, more democratic and prosperous future the people of somalia deserve,"" state department spokeswoman jen psaki said in a statement.""  saturdays bombing was the second major attack in mogadishu in a few days  on wednesday, at least one person died in the capital after a bomb hidden in a lawmakers car blew up"
"several comic book heroes have affected people in real life. superman battled the kkk in radio series ""clan of the fiery cross"". something created in spider man comic inspires device that keeps people out of jail. and donald duck blocked a scientist from getting a patent. ","superman defeats the ku klux klan  in the  s, ""the adventures of superman"" was a radio sensation.for starters, superman brought down the ku klux klan, and donald duck raised ships from the ocean floor.mental floss     if you think comic book characters do amazing things in comic books, you wo not  believe what they can do off the page.indeed, krã¸yers concept could be traced back to a donald duck comic conceived by carl barks"
"for first time, a federal panel has advised that science journals censor flu study facts. the papers describe how to alter bird flu virus to be more potent, says arthur caplan. scientists generally hate policies that restrict research in any way, caplan says. caplan  sometimes risk is too high to let scientists openly disclose their findings. ",freedom from terror is also key to good science
"n.y. man was not  looking for new vehicle, but credits, circumstances changed plans. program gives credits of   ,  to   ,  to people who trade in gas guzzlers. recipients must buy new vehicles that are more fuel efficient. texas woman glad program helped her buy more fuel efficient vehicle. ","but, aware of the program that started this month, sable took a   ,  federal credit this week to trade in the jeep and buy a new, more fuel efficient chrysler pt cruiser.i would  have been foolish not to take it,"" the   year old sable, an insurance underwriter living in north bellmore, new york, told cnn after filing a report with ireport"
new  sanduskys attorney says the family is happy about the ruling. a judge rules that jerry sandusky can see some of his grandchildren. the judge denies prosecutors request to require the former coach to stay indoors. tim curleys legal team asks that a perjury charge against him be dropped. ,"sandusky has been under house arrest since december, when he was charged with sexually abusing young boys over a   year period"
"canada will send fighter jets to target isis in iraq. u.n. envoy  ""the international community cannot sustain another city falling"". state department  american . goal is preventing isis ""from gaining a safe haven"". turkish president erdogan warns kobani is about to fall to isis. ","tal afar is about   kilometers    miles  west of mosul    iraqs second largest city.outnumbered and outgunned by isis, local fighters trying to defend the kurdish dominated city have tried to flee into turkey.one protester was killed in the middle of a demonstration after being hit in the head by a gas canister in the town of varto, police said.military airstrikes against isis in iraq and syria have cost more than    million so far, according to data provided by the american"
women give men chocolates for valentines day in korea. valentines day is just one of many romantic korean holidays. next up  white day. valentines day has evolved to incorporate more than just romantic interests. ,"""our valentines day sales make up   percent of our entire sales,"" said gae ra lee, public relations representative for the cafe.""  surprisingly, one of the most popular gift giving days of the year is november  , or pepero day, so named in honor of a favorite korean stick shaped snack"
"many gamers appear less than excited about nintendos forthcoming  ds console. the handheld device does not have   d visual effects and is shaped like a small tablet. console may be aimed at kids, not adults. ","cnn     announcement of a nintendo  ds handheld console is causing a collective ""eh"" among fans of the pioneering gaming company.' ""  but in explaining the need for the nintendo  ds, another neogaf member may have offered the most clear eyed assessment"
mitchell johnson inspires australia to innings victory over sri lanka in melbourne. injury hit tourists crash to series defeat ahead of third and final match in sydney. johnson named man of the match after taking six wickets and hitting   not out. india levels twenty  series against pakistan with   run win in second match at ahmedabad. ,"i think birdy played a huge part in mitchs success in the first innings, and it allows a bowler like mitch to be able to attack.it happens in professional sports, you can feel the pressure and start to believe in things that are said or outside influences, and it just got to that point for me"
liberal and conservative groups seeking tax exempt status got targeted. pelosi  the priority is stopping political groups from getting tax breaks. ryan  unanswered questions require further questions. a house committee holds the next hearing on the issue thursday. ,"""  in particular, ryan said he wanted more details on why conservative oriented groups had their tax exempt applications stalled and experienced harassing behavior by the irs, such as having to answer inappropriate questions about the beliefs and activities of members.an irs statement on monday said the ""safe harbor"" option for self certification would apply to groups that ""certify they devote    or more of both their spending and time on activities that promote social welfare.with no evidence to date of any such connection, it was unclear how hard congressional committees would continue pushing the issue"
oprah winfrey says she hopes the oil spill will be resolved soon. winfrey says obama is doing a good job handling crisis. she says she is saddened by television reports about those affected by spill. ,"""i think the president is doing the best anybody can,"" said winfrey, who campaigned for obama when he ran for president"
