actual,predicted
manchester city through to english fa cup final for the first time since  . yaya toures  nd minute winner ends uniteds hopes of winning three trophies this season. roberto mancinis team will face either stoke or bolton in the final on may  . third placed chelsea move five points clear of city with a     win at west brom. ,###
"larry norman was christian rock musician before genre existed. his first solo album, ""upon this rock,"" came out in late  . normans fans include u , guns n' roses and bob dylan. more than   versions of normans songs have been recorded by other artists. ",###
cnns football fanzone profiles a football blog every month. in march the profiled site is the republik of mancunia blog. the republik of mancunia is a dedicated blog for manchester united fans. ,###
"new  somali president decries what he calls an ""act of cowardly desperation"". a minivan full of explosives blows up outside turkish embassy in mogadishu. two security guards, a student and three attackers die, somali police say. islamist militant group al shabaab claims responsibility. ",###
"several comic book heroes have affected people in real life. superman battled the kkk in radio series ""clan of the fiery cross"". something created in spider man comic inspires device that keeps people out of jail. and donald duck blocked a scientist from getting a patent. ",###
"for first time, a federal panel has advised that science journals censor flu study facts. the papers describe how to alter bird flu virus to be more potent, says arthur caplan. scientists generally hate policies that restrict research in any way, caplan says. caplan  sometimes risk is too high to let scientists openly disclose their findings. ",###
"n.y. man was not  looking for new vehicle, but credits, circumstances changed plans. program gives credits of   ,  to   ,  to people who trade in gas guzzlers. recipients must buy new vehicles that are more fuel efficient. texas woman glad program helped her buy more fuel efficient vehicle. ",###
new  sanduskys attorney says the family is happy about the ruling. a judge rules that jerry sandusky can see some of his grandchildren. the judge denies prosecutors request to require the former coach to stay indoors. tim curleys legal team asks that a perjury charge against him be dropped. ,###
"canada will send fighter jets to target isis in iraq. u.n. envoy  ""the international community cannot sustain another city falling"". state department  american . goal is preventing isis ""from gaining a safe haven"". turkish president erdogan warns kobani is about to fall to isis. ",###
women give men chocolates for valentines day in korea. valentines day is just one of many romantic korean holidays. next up  white day. valentines day has evolved to incorporate more than just romantic interests. ,###
"many gamers appear less than excited about nintendos forthcoming  ds console. the handheld device does not have   d visual effects and is shaped like a small tablet. console may be aimed at kids, not adults. ",###
mitchell johnson inspires australia to innings victory over sri lanka in melbourne. injury hit tourists crash to series defeat ahead of third and final match in sydney. johnson named man of the match after taking six wickets and hitting   not out. india levels twenty  series against pakistan with   run win in second match at ahmedabad. ,###
liberal and conservative groups seeking tax exempt status got targeted. pelosi  the priority is stopping political groups from getting tax breaks. ryan  unanswered questions require further questions. a house committee holds the next hearing on the issue thursday. ,###
oprah winfrey says she hopes the oil spill will be resolved soon. winfrey says obama is doing a good job handling crisis. she says she is saddened by television reports about those affected by spill. ,###
"j.k. rowlings new novel, ""the casual vacancy,"" is authors first book aimed at adults. plot examines social tensions and class divisions in english village. simon hooper  britain feels like country in midst of low intensity class war. rowling is aware class is subject that will shift copies in droves, he adds. ",###
"j. peter pham  boko haram makes significant territorial strides. its attacks show growing military sophistication, he says. ",###
saatchi gallery has teamed up with google plus for the first gif art award. the motion photography prize went to brooklyn artist christina rinaldi. artists are increasingly looking to gifs as bona fide channels for self expression. ,###
"senate intelligence committee releases report on cia torture. patrick eddington  cia violated american . and international law. mass surveillance, torture are hallmarks of totalitarian governments, he says. ",###
"digital game distribution continues to grow, thanks to new titles and smartphone apps. ""gemini rue"" is a sci fi point and click adventure set in a dystopian future. with its bosses to battle and its puzzles, ""bionic commando rearmed  "" is old school fun. ",###
"uefa has opened disciplinary action against lazio. move comes following lazios goalless draw at tottenham. italian club could be hit with   ,  fine. bulgarian side levski sofia hit with   ,  fine. ",###
"louisiana has been mostly spared since oil rig exploded and sank off southeast coast. bp hit with  ,  claims for lost income and damages;   paid, to tune of   .  million. concert sunday to benefit south louisiana fishermen and wetlands restoration. ",###
" ,  congolese have fled into uganda in past two days, united nations . says. refugees report massacres, atrocities in their villages by rebels. neighboring uganda now hosts some  ,  refugees from countries in the region. ",###
"president speaks to nbc for nearly   minutes. interview covers subjects like taxes, security at foreign embassies, gun control. obama plans to introduce immigration legislation in next year. he thinks chuck hagel would be qualified to be next secretary of defense. ",###
"the remains of victims of flight mh  have been flown back to the netherlands. dozens of bodies collected from the crash site have been taken to kharkiv in the ukraine. dutch experts will use dna, dental records and fingerprints to identify the victims. the identification process can be lengthy but is aimed at giving families closure. ",###
new  tsa backs officers who made passenger remove nipple rings. new  agency acknowledges that procedures need to be changed. agent using handheld metal detector at lubbock airport found piercings. woman says she heard male agents snicker as she removed rings. ,###
"mccain  referred to a military presence like american . has in japan, germany, south korea. ""it is  not a matter of how long we are  in iraq, it is  if we succeed or not,"" mccain said. sen. hillary clinton  ""i want them home within   days of my becoming president"". ",###
"video shows ambulance rushing the pop star to the hospital. crowds gather at the hospital where jackson was rushed. a.j. hammer  this ""is big as it gets""; rev. al sharpton  he was ""a trailblazer"". motown founder berry gordy jr. says hes ""numbed and shocked"" at the news. ",###
"new  the downed plane had video and data recording devices, a ntsb official says. new  some of the data was transmitted, and several memory cards have been found. new  the pilot did not send a ""mayday"" call, as had previously been reported. more of the   people killed in fridays crash were identified sunday. ",###
cristiano ronaldo has urged his real madrid teammates to carry their recent impressive form into the new year. real madrid cut the lead of defending champions barcelona to two points after a     thrashing of real zaragoza.. coach manuel pellegrini also paid tribute to barcelonas amazing   months following their victory in the club world cup. ,###
"the ukraine conflict started with a dispute over a trade deal. that ballooned into protests, then russia stepped in. looking forward, an outright invasion seems unlikely, analysts say. it wo not  be easy to unravel the complex political and economic forces tugging at ukraine. ",###
"man passed classified documents to foes of philippines president. leandro aragoncillo is ex marine, former aide to two american . vice presidents. conspiracy to transmit national defense information could have brought   years. second man sentenced tuesday to six years in same conspiracy. ",###
liberal democratic party has been on top for almost five decades. voters disgruntled with slow progress on economic recovery. democratic party of japan set for its first majority. dpjs yukio hatoyama has obama style message of change. ,###
"no major news organization showed the conclusion of the isis steven sotloff video. some viewers, readers and journalists have deplored decisions to show snippets of it. ""one should not empower isis by publishing their pr materials,"" a journalist tweets. not showing the video at all, however, risks sanitizing the grim reality of the world. ",###
"a car bomb has killed one of israels most prominent crime bosses, police say. police sources say yaakov alperon was killed instantly. explosive device was apparently detonated by remote control in tel aviv. ",###
hezbollah member escaped from egyptian prison. he makes surprise appearance in beirut. ,###
"jessica heeringa was lone clerk at gas station. she last served customer at     p.m. friday, police say. station was reported empty at     p.m.. ""something very bad happened,"" police chief tells tv station. ",###
"evergreen produce issues a voluntary recall of alfalfa and spicy sprouts. the move comes days after warnings from federal health authorities. according to the cdc, there are   cases in   states tied to the sprouts. ",###
arsenal came back from two goals down to claim a     victory over bolton at the emirates stadium which saw go top of the premier league.. liverpool produced a defiant performance to help ease the pressure on rafael benitez with a     victory over tottenham hotspur.. aston villa beat blackburn rovers     in a thrilling english league cup semifinal second leg tie to go through     on aggregate.. ,###
"every company has an emotional motivation, or hidden agenda, says kevin allen. he believes tapping into the hidden agenda is key to getting your dream job. share your  are al ambition' to connect with potential employers. when applying for a job, show that you connect with the companys core beliefs. ",###
residents of tacloban returning to home to check for damage. town relatively american cathed by typhoon hagupit which made landfall saturday. tacloban was all but destroyed by super typhoon haiyan last year. survivors feared all their efforts to rebuild would be destroyed. ,###
"australia returns lost art treasures to india, including shiva nataraja. australian galleries bought the artworks from a dealer whos awaiting trial. subhash kapoor is facing trial on theft related charges. modi conveys ""deep sense of gratitude"" from indian people. ",###
"somali pirates accounted for   percent of all attacks this year. most of them took place off east coast of somalia and in gulf of aden. somali pirates are still holding four ships for ransom. other trouble spots were waters off nigeria, malaysia and bangladesh. ",###
